search URL:,https://patents.google.com/?q=mouse&q=trap&oq=mouse+trap
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2009223115-A1,Bed bug monitor ,Ecolab Inc.,"Jason Gregory Lang, Joelle Francine Olson, Stephen John Barcay",2005-08-30,2009-05-21,2009-09-10,,https://patents.google.com/patent/US20090223115A1/en,https://patentimages.storage.googleapis.com/US20090223115A1/US20090223115A1-20090910-D00000.png
CN-202085635-U,Bait-free rat catching cage ,汪华,汪华,2011-04-20,2011-04-20,2011-12-28,2011-12-28,https://patents.google.com/patent/CN202085635U/en,
US-8125228-B2,Protective device with automated self-test ,"Pass & Seymour, Inc.","Jeffrey C. Richards, David A. Finlay, Sr., Bruce F. MacBeth",2000-02-17,2010-11-29,2012-02-28,2012-02-28,https://patents.google.com/patent/US8125228B2/en,https://patentimages.storage.googleapis.com/ca/e2/12/12d80c21c5e18e/US08125228-20120228-D00000.png
US-5299380-A,Rodent enclosure ,Fornal Sr Robert W,"Robert W. Fornal, Sr.",1991-07-03,1992-12-04,1994-04-05,1994-04-05,https://patents.google.com/patent/US5299380A/en,https://patentimages.storage.googleapis.com/19/ec/0f/637bb8794b08c8/US5299380-drawings-page-2.png
RU-2409856-C2,Virtual magnifying glass having real-time control functionalities ,Майкрософт Корпорейшн,"Джейкоб ФЛЕЙШЕР (US), Джейкоб ФЛЕЙШЕР, Джозеф К. НГАРИ (US), Джозеф К. НГАРИ, Кевин Дж. СМИТ (US), Кевин Дж. СМИТ, Самьюэль А. МАНН (US), Самьюэль А. МАНН, Скотт Митчелл МЭЙЛ (US), Скотт Митчелл МЭЙЛ, Майкл УИНСЕР (US), Майкл УИНСЕР, Дэвид В. ЭСПОЗИТО (US), Дэвид В. ЭСПОЗИТО",2005-08-04,2006-08-02,2011-01-20,2011-01-20,https://patents.google.com/patent/RU2409856C2/en,https://patentimages.storage.googleapis.com/b7/c2/c6/3de3ecb1552443/00000002.png
CN-105360131-A,Pesticidal Compositions and Processes Related Thereto ,陶氏益农公司,"M.C.H.雅普, A.M.拜塞, D.克努佩尔, 张禹, N.加里兹, N.M.尼亚兹, C.T.罗威, R.亨特, T.K.特鲁林格, D.A.德梅特, D.珀尼克, C.蒂米西斯, R.罗斯, T.C.约翰森",2010-11-03,2011-10-31,2016-03-02,,https://patents.google.com/patent/CN105360131A/en,
US-2003041504-A1,Low profile tilt-ramp trap ,"Knuppel Harry E., Wauson Kathy J.","Harry Knuppel, Kathy Wauson",2001-08-28,2001-08-28,2003-03-06,,https://patents.google.com/patent/US20030041504A1/en,https://patentimages.storage.googleapis.com/66/6b/96/88ccf19d842a8a/US20030041504A1-20030306-D00000.png
US-2012304527-A1,"Apparatus, Method and Kit for Extermination of Pests ","David Wells, Luc Desbonnets","David Wells, Luc Desbonnets",2003-12-04,2012-08-14,2012-12-06,,https://patents.google.com/patent/US20120304527A1/en,https://patentimages.storage.googleapis.com/44/42/50/f446186e22a17f/US20120304527A1-20121206-D00000.png
JP-5149959-B2,Parallel heater system for underground formations. ,シエル・インターナシヨネイル・リサーチ・マーチヤツピイ・ベー・ウイＳｈｅｌｌ  Ｉｎｔｅｒｎａｔｉｏｎａｌｅ  Ｒｅｓｅａｒｃｈ  Ｍａａｔｓｃｈａｐｐｉｊ  Ｂｅｓｌｏｔｅｎ  Ｖｅｎｎｏｏｔｓｈａｐ,"クリストファー・ケルヴィン・ハリス, ジョン・マイケル・カラニカス, スコット・ヴィン・ヌグイェン",2007-04-20,2008-04-18,2013-02-20,2013-02-20,https://patents.google.com/patent/JP5149959B2/en,
US-10239940-B2,Method of promoting bone growth by an anti-actriia antibody ,Acceleron Pharma Inc.,"John Knopf, Jasbir Seehra",2005-11-23,2016-09-28,2019-03-26,2019-03-26,https://patents.google.com/patent/US10239940B2/en,https://patentimages.storage.googleapis.com/2b/23/3e/5e041696e6ce84/US10239940-20190326-D00001.png
CN-104936605-A,Activin-actrii antagonists and uses for treating bone and other disorders ,"细胞基因公司, 华盛顿大学, 维克托·肖尔·斯隆, 基思·鲁斯卡, 方一夫","维克托·肖尔·斯隆, 基思·鲁斯卡, 方一夫, 维多利亚·松, 兰德尔·史蒂文斯, 威廉姆·史密斯",2012-11-02,2013-11-01,2015-09-23,,https://patents.google.com/patent/CN104936605A/en,
CN-102203258-A,TGF-b antagonist multi-target binding proteins ,新兴产品开发西雅图有限公司,"A·K·露奎斯特, P·R·包姆, P·A·汤普森, L·米舍",2008-07-02,2009-07-02,2011-09-28,,https://patents.google.com/patent/CN102203258A/en,
WO-2009137075-A1,Anti-activin antibodies and uses for promoting bone growth ,Acceleron Pharma Inc.,"John Knopf, Jasbir Seehra",2008-05-06,2009-05-06,2009-11-12,,https://patents.google.com/patent/WO2009137075A1/en,
US-6980005-B2,Circuit protection device with timed negative half-cycle self test ,"Pass & Seymar, Inc.","David A. Finlay, Sr., Jeffrey C. Richards",2003-09-23,2004-06-15,2005-12-27,2005-12-27,https://patents.google.com/patent/US6980005B2/en,https://patentimages.storage.googleapis.com/US6980005B2/US06980005-20051227-D00000.png
US-4142320-A,Animal trap and trapping method ,"Marcolina Gene A, Holl Gordon D","Gene A. Marcolina, Gordon D. Holl",1977-02-03,1977-02-03,1979-03-06,1979-03-06,https://patents.google.com/patent/US4142320A/en,https://patentimages.storage.googleapis.com/8b/86/2e/2ecdde4373eabb/US4142320-drawings-page-2.png
CN-100441184-C,"Method of treating atherosclerosis, dyslipidemias and related conditions and medical composition ",默克公司;麦克弗罗斯特加拿大有限公司,"G·奥内尔, K·M·梅特斯, K·程, M·G·沃特斯",2003-05-15,2004-05-13,2008-12-10,2008-12-10,https://patents.google.com/patent/CN100441184C/en,
US-6281710-B1,Selective latch for a domino logic gate ,Hewlett-Packard Company,"Christopher Allan Poirier, Samuel D Naffziger",1999-12-17,1999-12-17,2001-08-28,2001-08-28,https://patents.google.com/patent/US6281710B1/en,https://patentimages.storage.googleapis.com/d5/bc/ce/0948d23914833a/US6281710-drawings-page-2.png
US-RE46405-E,Community wagering game with multiple player selections ,"Bally Gaming, Inc.",Jeffrey E Michel,2006-04-27,2007-04-26,2017-05-16,2017-05-16,https://patents.google.com/patent/USRE46405E1/en,https://patentimages.storage.googleapis.com/1f/b3/bc/a711957bea01fe/USRE046405-20170516-D00000.png
US-1587536-A,Animal trap ,Jean M Lobit,Jean M Lobit,1923-11-14,1923-11-14,1926-06-08,1926-06-08,https://patents.google.com/patent/US1587536A/en,https://patentimages.storage.googleapis.com/8b/83/2e/ade909896a5478/US1587536-drawings-page-1.png
WO-2007026123-A1,A pest monitoring system ,Riwa Limited,"Peter Karl Cottee, Mark Lees, Paul Roy Gorton",2005-09-03,2006-08-21,2007-03-08,,https://patents.google.com/patent/WO2007026123A1/en,
US-3692130-A,Improved overland vehicle ,Jack C Stacy Jr,Jack C Stacy Jr,1970-02-24,1970-02-24,1972-09-19,1972-09-19,https://patents.google.com/patent/US3692130A/en,https://patentimages.storage.googleapis.com/de/33/70/665cf70f0ffe46/US3692130-drawings-page-2.png
US-2003140549-A1,Escape-proof repeating animal trap ,Woodstream Corporation,"Michael Gehret, Clay Tully, John Gerberich, Joseph Radesky",2000-12-06,2003-03-10,2003-07-31,,https://patents.google.com/patent/US20030140549A1/en,https://patentimages.storage.googleapis.com/d7/96/b8/f0caa6417f7fe6/US20030140549A1-20030731-D00000.png
PL-181767-B1,Trap for catchingsmall animals in particular rats and mouses ,Goeran Hansson,Goeran Hansson,1995-06-21,1996-06-12,2001-09-28,,https://patents.google.com/patent/PL181767B1/en,
US-8499488-B1,Tilt ramp trap having bosses ,"Kness Mfg. Co., Inc.","Harry E. Knuppel, Kathy J. Wauson, Edward J. Yarkosky",2002-08-30,2003-10-14,2013-08-06,2013-08-06,https://patents.google.com/patent/US8499488B1/en,https://patentimages.storage.googleapis.com/94/9b/11/4852b80f6eac17/US08499488-20130806-D00000.png
CA-2621101-C,Multiple-use vermin electrocution trap and method ,"Animal Deterrent Systems Ltd., Ronald Henry Deibert",Ronald Henry Deibert,2008-03-05,2008-03-05,2009-10-27,2009-10-27,https://patents.google.com/patent/CA2621101C/en,
US-4103448-A,Repeating animal trap with side extension ,Woodstream Corporation,Anthony J. Souza,1976-05-20,1976-05-20,1978-08-01,1978-08-01,https://patents.google.com/patent/US4103448A/en,https://patentimages.storage.googleapis.com/fe/63/59/e97ad4cf639946/US4103448-drawings-page-2.png
US-6641562-B1,Apparatus and method of intravenous fluid infusion ,"Hps Medical, Inc.",Dean McCormack Peterson,2000-05-10,2000-05-10,2003-11-04,2003-11-04,https://patents.google.com/patent/US6641562B1/en,https://patentimages.storage.googleapis.com/9a/fa/35/5aae10e2cde1c1/US06641562-20031104-D00000.png
CN-101951759-B,A rat trap ,Paf控股公司,普雷本·弗里茨博格,2008-02-06,2008-02-06,2013-11-06,2013-11-06,https://patents.google.com/patent/CN101951759B/en,
US-4105992-A,Animal attraction method and apparatus ,Luciano David P,David P. Luciano,1976-06-21,1976-06-21,1978-08-08,1978-08-08,https://patents.google.com/patent/US4105992A/en,https://patentimages.storage.googleapis.com/93/b5/39/ac705da4617e9b/US4105992-drawings-page-2.png
US-2004231227-A1,"Cpu-controlled, rearming, high voltage output circuit for electronic animal trap ","Rich Christopher T., Harman Larry L., Anderson David L., Gehret Michael J.","Christopher Rich, Larry Harman, David Anderson, Michael Gehret",2003-05-05,2003-10-20,2004-11-25,,https://patents.google.com/patent/US20040231227A1/en,https://patentimages.storage.googleapis.com/44/86/11/f2fef8d7d90b0f/US20040231227A1-20041125-D00000.png
US-2013078163-A1,Deterministic High-Density Single-Cell Trap Array ,Georgia Tech Research Corporation,"Kwanghun Chung, Catherine Rivet, Hang Lu, Melissa Kemp",2011-09-22,2012-09-24,2013-03-28,,https://patents.google.com/patent/US20130078163A1/en,https://patentimages.storage.googleapis.com/8a/bc/17/4389cae038a85f/US20130078163A1-20130328-D00001.png
US-4769942-A,"Pre-set, pre-baited, disposable animal trap ",Copenhaver Sr Richard W,"Richard W. Copenhaver, Sr.",1987-06-04,1987-06-04,1988-09-13,1988-09-13,https://patents.google.com/patent/US4769942A/en,https://patentimages.storage.googleapis.com/df/74/5d/2a57761792e110/US4769942-drawings-page-2.png
CN-203608753-U,Intelligent mouse catching cage ,陈津辰,陈津辰,2013-12-17,2013-12-17,2014-05-28,2014-05-28,https://patents.google.com/patent/CN203608753U/en,
EP-1397040-B1,Rodent bait station ,Reckitt Benckiser Inc.,"Laura A. Dellevigne, Scott Salmon, Eric Nelson Watts, Mario Alexander Turchi",2001-06-16,2002-06-10,2004-12-29,2004-12-29,https://patents.google.com/patent/EP1397040B1/en,
US-4583317-A,Animal trap ,Beard Chester E,Chester E. Beard,1985-04-22,1985-04-22,1986-04-22,1986-04-22,https://patents.google.com/patent/US4583317A/en,https://patentimages.storage.googleapis.com/7b/7c/78/b2e2695cd42252/US4583317-drawings-page-2.png
US-6609328-B2,Electronic animal trap ,Woodstream Corporation,"David W. Swift, Christopher T. Rich",2002-01-14,2002-01-14,2003-08-26,2003-08-26,https://patents.google.com/patent/US6609328B2/en,https://patentimages.storage.googleapis.com/fd/30/8d/909c30340aa3fe/US06609328-20030826-D00000.png
US-3733735-A,Animal trap ,C Hirsch,C Hirsch,1971-01-19,1971-01-19,1973-05-22,1973-05-22,https://patents.google.com/patent/US3733735A/en,https://patentimages.storage.googleapis.com/18/ca/e1/9fd0158624b62a/US3733735-drawings-page-2.png
CN-103636591-A,Cage body structure of intelligent mouse cage ,陈津辰,陈津辰,2013-12-17,2013-12-17,2014-03-19,,https://patents.google.com/patent/CN103636591A/en,
CA-2420161-C,Disposable trap ,John Henrik Guy Welin-Berger,John Henrik Guy Welin-Berger,2000-08-21,2001-08-20,2008-12-02,2008-12-02,https://patents.google.com/patent/CA2420161C/en,
US-4310984-A,Rodent and animal trap ,Brubaker Jr Fred A,"Fred A. Brubaker, Jr.",1980-04-03,1980-04-03,1982-01-19,1982-01-19,https://patents.google.com/patent/US4310984A/en,https://patentimages.storage.googleapis.com/9c/ff/be/99d47f49e686ab/US4310984-drawings-page-2.png
GB-2384966-A,Rodent bait station ,Reckitt Benckiser Inc,"Laura Dellevigne, Mario Alexander Turchi, Scott Salmon, Eric Nelson Watts",2002-02-07,2002-02-07,2003-08-13,,https://patents.google.com/patent/GB2384966A/en,
US-4497130-A,Rodent trap ,Fitzgerald John P,John P. Fitzgerald,1983-07-13,1983-07-13,1985-02-05,1985-02-05,https://patents.google.com/patent/US4497130A/en,https://patentimages.storage.googleapis.com/27/eb/4b/fd741dff5dfd60/US4497130-drawings-page-2.png
US-2016277444-A1,"Systems, methods, and media for generating bait information for trap-based defenses ",The Trustees Of Columbia University In The City Of New York,"Angelos D. Keromytis, Salvatore J. Stolfo",2006-05-31,2016-05-16,2016-09-22,,https://patents.google.com/patent/US20160277444A1/en,https://patentimages.storage.googleapis.com/2e/86/c0/0f18a60238d81a/US20160277444A1-20160922-D00000.png
US-6481151-B1,Multiple rodent trap with sliding cover ,"Bell Laboratories, Inc.","Daniel C. Johnson, James R. Walsh, Scott J. Collins",2001-06-07,2001-06-07,2002-11-19,2002-11-19,https://patents.google.com/patent/US6481151B1/en,https://patentimages.storage.googleapis.com/af/81/49/bacfa09478d1d7/US06481151-20021119-D00000.png
WO-9614632-A1,Non-linting ball gasket for computer mouse devices and method ,Chait Abraham I,Abraham I. Chait,1994-11-03,1995-11-03,1996-05-17,,https://patents.google.com/patent/WO1996014632A1/en,
US-4363184-A,Disposable rodent trap ,Gordon D. Holl,Gene A. Marcolina,1980-08-18,1980-08-18,1982-12-14,1982-12-14,https://patents.google.com/patent/US4363184A/en,https://patentimages.storage.googleapis.com/6c/f4/d3/3cd71ae8fe5c0a/US4363184-drawings-page-2.png
US-6807767-B1,Small animal trap with infrared trigger ,James Frederick Schade,James Frederick Schade,2003-10-22,2003-10-22,2004-10-26,2004-10-26,https://patents.google.com/patent/US6807767B1/en,https://patentimages.storage.googleapis.com/72/94/c1/63f45cd937d962/US06807767-20041026-D00000.png
US-6389738-B1,Alternating rodent insect trap ,"Bell Laboratories, Inc.","Scott D. Denny, Rick Leyerle, Daniel C. Johnson",2001-03-29,2001-03-29,2002-05-21,2002-05-21,https://patents.google.com/patent/US6389738B1/en,https://patentimages.storage.googleapis.com/79/f4/ff/0b0616dd4c8f6a/US06389738-20020521-D00000.png
JP-3325583-B2,Gene trap constructs to identify and isolate genes ,"メルクナー  ハラルド フォン, ホルツァ  ディーター",メルクナー  ハラルド フォン,1996-12-06,1997-12-05,2002-09-17,2002-09-17,https://patents.google.com/patent/JP3325583B2/en,
JP-H07135574-A,Automatic trap selection method to correct plate mis-matching in color print ,"Miles Inc, マイルス・インコーポレーテッド","Richard A Dermer, リチャード・エー・ダーマー",1993-03-31,1994-03-31,1995-05-23,,https://patents.google.com/patent/JPH07135574A/en,
WO-03084319-A1,Light extinction based non-destructive flying insect detector ,Ecolab Inc.,"James P. Gardner, Jr., David N. Demattia",2002-03-29,2003-03-26,2003-10-16,,https://patents.google.com/patent/WO2003084319A1/en,
US-6689878-B2,Target of RNAIII activating protein (TRAP) ,The Regents Of The University Of California,"Naomi Balaban, Tzipora Goldkorn",1998-09-15,2001-09-12,2004-02-10,2004-02-10,https://patents.google.com/patent/US6689878B2/en,https://patentimages.storage.googleapis.com/d3/2e/ba/7d6748b366798b/US06689878-20040210-D00001.png
US-6937156-B2,Method and apparatus for capacitively sensing pests ,Ecolab Inc.,"James P. Gardner, Jr., Louis Mark Holzman, Kraig S. Lund, Stephen X. Skaff",2002-03-29,2003-03-27,2005-08-30,2005-08-30,https://patents.google.com/patent/US6937156B2/en,https://patentimages.storage.googleapis.com/89/44/71/eba72b168402ed/US06937156-20050830-D00000.png
US-2006032110-A1,Trapping device ,Keng-Ming Yang,Keng-Ming Yang,2004-08-16,2004-08-16,2006-02-16,,https://patents.google.com/patent/US20060032110A1/en,https://patentimages.storage.googleapis.com/cc/50/a1/e9486fbba4a945/US20060032110A1-20060216-D00000.png
JP-5909446-B2,Combined use of GDF trap and erythropoietin receptor activator to increase red blood cell levels ,"アクセルロン ファーマ， インコーポレイテッド, アクセルロン  ファーマ，  インコーポレイテッド","ジャスバー セーラ，, ジャスバー セーラ，, ロバート スコット ピアーソル，, ロバート  スコット ピアーソル，, ラビンドラ クマー，, ラビンドラ クマー，",2009-08-13,2010-08-13,2016-04-26,2016-04-26,https://patents.google.com/patent/JP5909446B2/en,
WO-9927113-A1,Mouse telomerase reverse transcriptase ,"Geron Corporation, Albert Einstein College Of Medicine Of Yeshiva University A Division Of Yeshiva University","Gregg B. Morin, Richard Allsopp, Ronald Depinho, Roger Greenberg",1997-11-26,1998-11-25,1999-06-03,,https://patents.google.com/patent/WO1999027113A1/en,
US-5477636-A,Preassembled glue trap ,Woodstream Corporation,David C. Musket,1993-10-15,1995-01-26,1995-12-26,1995-12-26,https://patents.google.com/patent/US5477636A/en,https://patentimages.storage.googleapis.com/2f/45/d8/01e54e8e4e44c0/US5477636-drawings-page-2.png
BR-PI0621171-A2,"compost, composition, invertebrate pest control composition, spray composition, bait composition, trap device, invertebrate pest control methods, invertebrate pest seed protection method, treated seed and animal protection composition and method parasitic invertebrate pests ",Du Pont,"George Philip Lahm, Wesley Laurence Shoop, Ming Xu",2005-12-30,2006-12-28,2011-11-29,,https://patents.google.com/patent/BRPI0621171A2/en,
CN-201886420-U,Folding mouse with clamping risk solution ,微软公司,"E·J·沃尔, M·查特济",2008-08-27,2009-08-05,2011-06-29,2011-06-29,https://patents.google.com/patent/CN201886420U/en,
EP-1405915-A1,IL-4 trap based on IL receptor fusion proteins ,"Regeneron Pharmaceuticals, Inc.","Neil Stahl, George D. Yancopoulos",1998-09-25,1999-09-22,2004-04-07,,https://patents.google.com/patent/EP1405915A1/en,https://patentimages.storage.googleapis.com/3d/a9/87/21cf873a690f51/01330001.png
US-9288528-B2,Modularized control system to enable networked control and sensing of other devices ,Electronic Imp Incorporated,Hugo Fiennes,2011-05-26,2012-05-25,2016-03-15,2016-03-15,https://patents.google.com/patent/US9288528B2/en,https://patentimages.storage.googleapis.com/c9/8d/17/30778ad7094731/US09288528-20160315-D00000.png
CN-102147250-B,Digital line graph mapping method ,天津市星际空间地理信息工程有限公司,"李建平, 江宇, 王力, 程良勇, 窦华成, 邓世军",2010-09-13,2011-01-17,2012-06-27,2012-06-27,https://patents.google.com/patent/CN102147250B/en,
